ARRIVALS,,,,
#sitename,,,,
#onset,,,,
#first motion,,,,
#phase,,,,
#year month day,,,,
#hour minute,,,,
#second,,,,
#uncertainty in seconds,,,,
#peak amplitude,,,,
#frequency at P phase,,,,
,,,,
TIME SERIES,,,,
LLPS,LLPS,LLPS,#sitename,
EHE _,EHN _,EHZ _,#component,
unnamed,unnamed,unnamed,#authority,
20180828,20180828,20180828,#year month day,
438,438,438,#hour minute,
7.112,7.112,7.112,#second,
100,100,100,#samples per second,
27126,27126,27126,#number of samples,
0,0,0,#sync,
,,,#sync source,
--------,--------,--------,,
734,-2252,374,15527,
644,-2224,340,15528,
700,-2250,308,15529,
794,-2329,263,15530,
830,-2388,220,15531,
843,-2296,199,15532,
764,-2275,254,15533,
798,-2348,225,15534,
730,-2256,306,15535,
745,-2238,424,15536,
820,-2205,463,15537,
736,-2226,519,15538,
821,-2315,376,15539,
845,-2282,343,15540,
842,-2248,405,15541,
957,-2229,400,15542,
948,-2298,372,15543,
939,-2302,247,15544,
882,-2239,255,15545,
848,-2294,304,15546,
882,-2333,287,15547,
894,-2321,302,15548,
890,-2313,296,15549,
887,-2264,296,15550,
856,-2265,339,15551,
747,-2266,404,15552,
730,-2210,426,15553,
757,-2245,396,15554,
795,-2246,429,15555,
772,-2200,449,15556,
738,-2214,385,15557,
704,-2184,265,15558,
723,-2121,137,15559,
802,-2028,129,15560,
756,-2056,151,15561,
822,-2119,209,15562,
833,-2126,288,15563,
861,-2256,235,15564,
880,-2233,223,15565,
815,-2180,301,15566,
867,-2223,363,15567,
830,-2276,431,15568,
917,-2334,422,15569,
970,-2293,384,15570,
938,-2279,389,15571,
908,-2215,458,15572,
793,-2182,532,15573,
801,-2232,417,15574,
815,-2224,297,15575,
832,-2264,210,15576,
871,-2294,155,15577,
918,-2305,219,15578,
888,-2343,257,15579,
847,-2317,332,15580,
871,-2306,356,15581,
926,-2285,386,15582,
915,-2286,472,15583,
846,-2312,442,15584,
880,-2331,425,15585,
801,-2354,416,15586,
802,-2297,389,15587,
791,-2269,422,15588,
797,-2330,387,15589,
956,-2336,291,15590,
939,-2285,302,15591,
956,-2260,291,15592,
980,-2194,270,15593,
931,-2257,336,15594,
923,-2267,362,15595,
922,-2168,384,15596,
903,-2157,378,15597,
835,-2107,382,15598,
793,-2169,393,15599,
804,-2151,381,15600,
770,-2125,383,15601,
790,-2160,374,15602,
829,-2128,450,15603,
802,-2185,457,15604,
831,-2175,373,15605,
856,-2232,358,15606,
900,-2266,360,15607,
890,-2209,358,15608,
817,-2202,308,15609,
806,-2157,257,15610,
815,-2179,201,15611,
897,-2192,197,15612,
964,-2229,283,15613,
982,-2259,353,15614,
1002,-2228,443,15615,
968,-2191,457,15616,
1001,-2215,442,15617,
976,-2250,436,15618,
857,-2212,397,15619,
820,-2219,416,15620,
784,-2161,385,15621,
855,-2189,329,15622,
963,-2195,273,15623,
908,-2120,217,15624,
856,-2144,249,15625,
831,-2140,319,15626,
809,-2256,318,15627,
805,-2331,283,15628,
803,-2354,333,15629,
905,-2435,360,15630,
898,-2432,346,15631,
852,-2407,325,15632,
886,-2377,345,15633,
848,-2389,371,15634,
893,-2356,350,15635,
862,-2355,359,15636,
773,-2316,318,15637,
775,-2166,304,15638,
744,-2179,271,15639,
800,-2198,233,15640,
870,-2283,310,15641,
863,-2377,363,15642,
842,-2353,364,15643,
803,-2338,326,15644,
841,-2346,400,15645,
832,-2396,464,15646,
793,-2353,414,15647,
794,-2347,416,15648,
750,-2258,355,15649,
786,-2109,343,15650,
818,-2106,370,15651,
839,-2083,329,15652,
825,-2163,389,15653,
767,-2246,380,15654,
824,-2222,276,15655,
868,-2157,355,15656,
902,-2054,438,15657,
906,-2071,405,15658,
896,-2127,334,15659,
915,-2131,219,15660,
864,-2115,213,15661,
875,-2084,237,15662,
859,-2045,318,15663,
825,-2040,376,15664,
800,-2075,291,15665,
725,-2112,294,15666,
794,-2317,297,15667,
857,-2428,325,15668,
837,-2399,347,15669,
802,-2375,331,15670,
762,-2263,415,15671,
797,-2296,416,15672,
843,-2352,327,15673,
832,-2380,284,15674,
815,-2386,285,15675,
815,-2320,291,15676,
813,-2323,286,15677,
819,-2295,330,15678,
835,-2298,392,15679,
825,-2392,405,15680,
788,-2407,437,15681,
784,-2369,463,15682,
794,-2334,499,15683,
727,-2243,537,15684,
735,-2253,455,15685,
791,-2351,295,15686,
676,-2256,172,15687,
749,-2140,206,15688,
824,-2204,185,15689,
820,-2236,157,15690,
957,-2245,305,15691,
956,-2332,300,15692,
912,-2302,265,15693,
871,-2251,400,15694,
947,-2281,379,15695,
927,-2229,335,15696,
849,-2171,452,15697,
903,-2131,492,15698,
849,-2151,499,15699,
908,-2213,490,15700,
884,-2191,445,15701,
856,-2136,425,15702,
981,-2127,430,15703,
925,-2138,405,15704,
907,-2109,299,15705,
922,-2115,246,15706,
879,-2162,209,15707,
918,-2168,228,15708,
881,-2128,323,15709,
825,-2191,342,15710,
833,-2214,409,15711,
823,-2200,509,15712,
837,-2252,508,15713,
819,-2217,494,15714,
821,-2234,457,15715,
802,-2215,401,15716,
822,-2160,403,15717,
892,-2146,392,15718,
860,-2135,378,15719,
910,-2152,340,15720,
843,-2149,310,15721,
777,-2185,285,15722,
891,-2271,228,15723,
907,-2282,252,15724,
941,-2265,261,15725,
947,-2254,317,15726,
829,-2279,392,15727,
786,-2347,385,15728,
828,-2295,450,15729,
835,-2321,468,15730,
801,-2270,486,15731,
788,-2169,540,15732,
832,-2260,480,15733,
793,-2330,406,15734,
855,-2360,337,15735,
900,-2333,293,15736,
817,-2276,303,15737,
864,-2248,243,15738,
788,-2239,201,15739,
853,-2222,124,15740,
936,-2210,110,15741,
901,-2180,273,15742,
941,-2139,305,15743,
900,-2079,368,15744,
929,-2083,417,15745,
885,-2163,454,15746,
874,-2256,502,15747,
859,-2274,407,15748,
787,-2189,398,15749,
821,-2180,356,15750,
832,-2224,314,15751,
888,-2326,250,15752,
852,-2342,180,15753,
814,-2319,254,15754,
803,-2343,290,15755,
845,-2364,309,15756,
915,-2404,311,15757,
817,-2351,359,15758,
824,-2362,411,15759,
784,-2412,396,15760,
778,-2444,387,15761,
784,-2413,312,15762,
708,-2304,298,15763,
835,-2273,300,15764,
819,-2192,310,15765,
777,-2150,392,15766,
787,-2182,376,15767,
699,-2228,364,15768,
769,-2231,379,15769,
753,-2240,370,15770,
719,-2317,334,15771,
781,-2294,298,15772,
727,-2402,300,15773,
843,-2415,265,15774,
882,-2327,264,15775,
815,-2284,294,15776,
850,-2201,356,15777,
812,-2305,377,15778,
847,-2262,291,15779,
891,-2202,263,15780,
961,-2209,327,15781,
1023,-2136,358,15782,
1035,-2160,308,15783,
1032,-2199,320,15784,
983,-2192,330,15785,
1000,-2185,276,15786,
1014,-2157,285,15787,
987,-2063,264,15788,
988,-2029,283,15789,
1006,-2043,353,15790,
983,-2062,330,15791,
952,-2050,287,15792,
953,-2109,253,15793,
988,-2087,303,15794,
938,-2017,438,15795,
897,-2060,555,15796,
827,-2050,593,15797,
756,-2175,515,15798,
794,-2214,392,15799,
708,-2249,258,15800,
784,-2277,166,15801,
839,-2170,197,15802,
803,-2205,208,15803,
869,-2245,211,15804,
757,-2315,240,15805,
730,-2352,219,15806,
715,-2379,295,15807,
692,-2469,301,15808,
753,-2457,297,15809,
730,-2407,404,15810,
715,-2412,392,15811,
692,-2409,383,15812,
704,-2403,346,15813,
757,-2406,333,15814,
788,-2415,384,15815,
785,-2360,429,15816,
727,-2246,493,15817,
635,-2274,449,15818,
661,-2316,383,15819,
731,-2405,356,15820,
833,-2395,374,15821,
860,-2293,439,15822,
737,-2352,419,15823,
770,-2292,370,15824,
730,-2221,405,15825,
740,-2227,394,15826,
835,-2169,349,15827,
834,-2105,347,15828,
834,-2047,399,15829,
815,-1984,425,15830,
855,-2001,380,15831,
866,-2107,438,15832,
942,-2182,344,15833,
984,-2268,237,15834,
983,-2277,308,15835,
983,-2226,323,15836,
942,-2355,356,15837,
1028,-2420,296,15838,
1047,-2351,302,15839,
1025,-2345,352,15840,
1032,-2310,336,15841,
1006,-2324,429,15842,
965,-2355,402,15843,
925,-2264,365,15844,
919,-2197,406,15845,
892,-2172,363,15846,
903,-2110,315,15847,
901,-2043,270,15848,
882,-1956,295,15849,
869,-1950,328,15850,
886,-1982,316,15851,
916,-2014,365,15852,
855,-2095,345,15853,
865,-2138,297,15854,
819,-2177,295,15855,
757,-2185,312,15856,
800,-2200,372,15857,
761,-2223,360,15858,
731,-2192,389,15859,
712,-2178,427,15860,
665,-2227,324,15861,
708,-2259,285,15862,
791,-2256,314,15863,
832,-2292,326,15864,
887,-2333,365,15865,
951,-2366,346,15866,
966,-2329,323,15867,
917,-2275,352,15868,
920,-2298,332,15869,
900,-2289,350,15870,
875,-2329,375,15871,
868,-2337,343,15872,
821,-2239,318,15873,
910,-2177,299,15874,
910,-2147,350,15875,
846,-2179,390,15876,
873,-2175,466,15877,
784,-2158,514,15878,
739,-2170,402,15879,
816,-2122,375,15880,
771,-2081,373,15881,
810,-2219,317,15882,
890,-2269,312,15883,
827,-2209,287,15884,
830,-2240,248,15885,
740,-2188,270,15886,
802,-2229,267,15887,
797,-2249,264,15888,
684,-2255,346,15889,
860,-2225,344,15890,
834,-2136,363,15891,
888,-2179,413,15892,
939,-2236,387,15893,
844,-2290,395,15894,
850,-2284,389,15895,
742,-2269,378,15896,
749,-2242,314,15897,
803,-2219,251,15898,
893,-2309,194,15899,
958,-2344,175,15900,
941,-2329,259,15901,
1003,-2402,324,15902,
965,-2411,386,15903,
880,-2479,362,15904,
859,-2496,382,15905,
818,-2476,395,15906,
851,-2502,334,15907,
914,-2408,324,15908,
879,-2354,279,15909,
847,-2186,313,15910,
794,-2120,351,15911,
850,-2235,320,15912,
846,-2251,293,15913,
836,-2289,256,15914,
926,-2280,305,15915,
893,-2245,351,15916,
955,-2329,308,15917,
879,-2289,320,15918,
806,-2208,316,15919,
792,-2273,372,15920,
716,-2245,449,15921,
767,-2210,378,15922,
728,-2207,377,15923,
830,-2189,365,15924,
888,-2169,408,15925,
885,-2115,483,15926,
968,-2069,474,15927,
836,-2036,481,15928,
814,-2031,369,15929,
824,-2020,298,15930,
873,-2046,246,15931,
962,-2029,215,15932,
884,-1988,241,15933,
864,-2017,199,15934,
853,-1971,270,15935,
797,-1985,360,15936,
725,-2025,377,15937,
742,-2048,400,15938,
787,-2142,390,15939,
750,-2159,348,15940,
784,-2171,289,15941,
912,-2171,317,15942,
898,-2184,432,15943,
846,-2267,419,15944,
846,-2276,363,15945,
760,-2354,357,15946,
769,-2411,342,15947,
765,-2387,338,15948,
747,-2412,273,15949,
747,-2418,262,15950,
781,-2398,325,15951,
823,-2369,333,15952,
769,-2383,338,15953,
817,-2338,338,15954,
823,-2330,371,15955,
803,-2276,361,15956,
807,-2277,305,15957,
801,-2336,361,15958,
839,-2250,340,15959,
843,-2260,334,15960,
827,-2236,364,15961,
823,-2298,285,15962,
908,-2355,312,15963,
887,-2378,285,15964,
866,-2392,246,15965,
877,-2311,304,15966,
811,-2342,330,15967,
871,-2343,390,15968,
894,-2352,442,15969,
907,-2368,430,15970,
930,-2339,363,15971,
960,-2317,349,15972,
948,-2285,418,15973,
838,-2182,466,15974,
846,-2166,497,15975,
879,-2226,461,15976,
842,-2240,308,15977,
881,-2209,227,15978,
885,-2147,228,15979,
875,-2237,233,15980,
941,-2257,285,15981,
897,-2286,270,15982,
898,-2301,276,15983,
809,-2277,255,15984,
833,-2365,247,15985,
923,-2295,361,15986,
855,-2336,362,15987,
881,-2287,403,15988,
776,-2210,480,15989,
839,-2301,488,15990,
910,-2260,536,15991,
894,-2288,501,15992,
936,-2210,456,15993,
827,-2230,393,15994,
795,-2299,230,15995,
764,-2280,166,15996,
851,-2359,178,15997,
964,-2310,290,15998,
908,-2302,431,15999,
860,-2278,457,16000,
768,-2250,472,16001,
732,-2249,464,16002,
749,-2225,488,16003,
772,-2251,432,16004,
863,-2227,370,16005,
871,-2210,406,16006,
753,-2214,346,16007,
748,-2201,310,16008,
789,-2184,313,16009,
774,-2177,295,16010,
866,-2136,251,16011,
893,-2116,191,16012,
925,-2138,153,16013,
945,-2135,182,16014,
875,-2161,263,16015,
855,-2154,287,16016,
822,-2182,330,16017,
822,-2237,393,16018,
784,-2182,381,16019,
813,-2195,304,16020,
792,-2119,261,16021,
725,-2053,268,16022,
831,-2131,305,16023,
835,-2138,343,16024,
875,-2184,309,16025,
910,-2201,319,16026,
864,-2206,285,16027,
937,-2165,279,16028,
863,-2150,395,16029,
783,-2197,355,16030,
827,-2204,280,16031,
808,-2277,288,16032,
804,-2298,325,16033,
784,-2286,381,16034,
767,-2319,385,16035,
797,-2346,351,16036,
795,-2302,294,16037,
844,-2210,312,16038,
851,-2160,344,16039,
755,-2174,278,16040,
798,-2221,257,16041,
829,-2276,237,16042,
863,-2282,215,16043,
890,-2275,224,16044,
859,-2296,195,16045,
875,-2292,224,16046,
843,-2317,261,16047,
841,-2234,304,16048,
838,-2163,360,16049,
922,-2294,346,16050,
948,-2297,408,16051,
935,-2202,419,16052,
909,-2231,395,16053,
825,-2166,467,16054,
806,-2136,335,16055,
769,-2130,313,16056,
855,-2088,352,16057,
855,-2137,288,16058,
843,-2098,393,16059,
895,-2136,370,16060,
854,-2159,357,16061,
810,-2229,320,16062,
804,-2295,277,16063,
865,-2247,356,16064,
864,-2295,348,16065,
882,-2194,447,16066,
815,-2182,466,16067,
813,-2262,443,16068,
896,-2267,487,16069,
812,-2342,425,16070,
843,-2339,372,16071,
865,-2308,314,16072,
886,-2325,320,16073,
936,-2366,323,16074,
915,-2394,296,16075,
917,-2369,343,16076,
908,-2326,371,16077,
933,-2326,361,16078,
932,-2320,391,16079,
942,-2301,414,16080,
915,-2324,365,16081,
895,-2292,418,16082,
902,-2270,455,16083,
894,-2287,433,16084,
892,-2315,414,16085,
894,-2351,361,16086,
866,-2326,382,16087,
849,-2340,299,16088,
902,-2256,258,16089,
876,-2200,315,16090,
950,-2199,329,16091,
906,-2211,347,16092,
875,-2334,347,16093,
889,-2323,382,16094,
768,-2393,380,16095,
820,-2354,373,16096,
787,-2318,389,16097,
865,-2359,423,16098,
878,-2212,468,16099,
822,-2216,457,16100,
845,-2229,440,16101,
755,-2272,416,16102,
800,-2317,363,16103,
751,-2280,317,16104,
821,-2249,271,16105,
865,-2193,274,16106,
801,-2111,348,16107,
846,-2078,358,16108,
689,-2139,360,16109,
679,-2184,369,16110,
746,-2299,339,16111,
717,-2323,320,16112,
757,-2327,324,16113,
714,-2273,370,16114,
700,-2143,390,16115,
821,-2177,397,16116,
800,-2070,389,16117,
794,-2061,367,16118,
799,-2038,349,16119,
695,-1970,317,16120,
742,-2098,320,16121,
729,-2064,297,16122,
792,-2094,271,16123,
834,-2136,164,16124,
870,-2134,126,16125,
1000,-2123,236,16126,
925,-2105,265,16127,
916,-2131,328,16128,
893,-2178,347,16129,
857,-2227,353,16130,
877,-2183,370,16131,
873,-2224,368,16132,
839,-2193,407,16133,
804,-2205,470,16134,
826,-2272,452,16135,
847,-2323,321,16136,
929,-2336,286,16137,
976,-2300,253,16138,
1009,-2221,334,16139,
942,-2133,355,16140,
893,-2213,259,16141,
923,-2243,294,16142,
888,-2304,267,16143,
902,-2253,317,16144,
776,-2231,344,16145,
799,-2265,301,16146,
839,-2214,312,16147,
785,-2243,303,16148,
820,-2193,363,16149,
769,-2228,384,16150,
930,-2271,376,16151,
850,-2332,460,16152,
796,-2406,476,16153,
859,-2379,426,16154,
773,-2463,370,16155,
869,-2499,263,16156,
831,-2428,261,16157,
919,-2370,307,16158,
920,-2362,330,16159,
887,-2390,352,16160,
927,-2435,292,16161,
830,-2446,268,16162,
750,-2395,281,16163,
666,-2376,297,16164,
719,-2238,301,16165,
795,-2202,329,16166,
934,-2248,406,16167,
906,-2262,386,16168,
914,-2322,317,16169,
910,-2289,251,16170,
870,-2254,272,16171,
936,-2156,358,16172,
830,-2182,342,16173,
963,-2204,264,16174,
1001,-2144,332,16175,
1062,-2183,444,16176,
1031,-2163,464,16177,
892,-2144,459,16178,
951,-2197,435,16179,
774,-2222,482,16180,
827,-2151,436,16181,
807,-2083,409,16182,
821,-2094,403,16183,
1023,-2111,344,16184,
967,-2069,389,16185,
969,-2096,335,16186,
888,-2069,321,16187,
827,-2103,326,16188,
882,-2193,304,16189,
863,-2207,338,16190,
879,-2259,360,16191,
891,-2274,337,16192,
848,-2328,289,16193,
941,-2292,363,16194,
902,-2265,467,16195,
804,-2245,498,16196,
855,-2154,464,16197,
804,-2196,446,16198,
917,-2156,383,16199,
853,-2062,386,16200,
779,-2086,427,16201,
934,-2041,319,16202,
872,-2054,309,16203,
948,-2081,312,16204,
876,-2046,273,16205,
747,-2110,281,16206,
772,-2170,238,16207,
748,-2266,223,16208,
828,-2249,267,16209,
782,-2217,300,16210,
745,-2236,329,16211,
729,-2215,295,16212,
730,-2262,270,16213,
723,-2240,319,16214,
714,-2254,294,16215,
804,-2277,341,16216,
808,-2273,413,16217,
798,-2276,389,16218,
738,-2272,425,16219,
687,-2338,366,16220,
659,-2341,266,16221,
724,-2277,265,16222,
791,-2241,246,16223,
812,-2292,295,16224,
832,-2398,336,16225,
778,-2432,385,16226,
767,-2464,430,16227,
723,-2484,380,16228,
749,-2408,370,16229,
775,-2346,335,16230,
793,-2332,343,16231,
881,-2325,400,16232,
921,-2363,400,16233,
922,-2439,365,16234,
842,-2428,327,16235,
796,-2380,309,16236,
758,-2345,288,16237,
741,-2265,297,16238,
800,-2272,289,16239,
814,-2204,288,16240,
826,-2142,357,16241,
827,-2162,388,16242,
818,-2119,345,16243,
858,-2209,397,16244,
884,-2220,455,16245,
827,-2159,409,16246,
820,-2129,404,16247,
855,-2146,345,16248,
904,-2232,288,16249,
957,-2174,297,16250,
912,-2106,314,16251,
948,-2176,345,16252,
960,-2296,275,16253,
960,-2310,245,16254,
989,-2288,282,16255,
960,-2263,335,16256,
955,-2244,417,16257,
915,-2303,343,16258,
892,-2240,290,16259,
855,-2209,325,16260,
792,-2204,320,16261,
805,-2193,287,16262,
918,-2251,232,16263,
949,-2103,308,16264,
964,-2055,378,16265,
959,-2131,392,16266,
872,-2178,420,16267,
872,-2213,370,16268,
845,-2150,372,16269,
880,-2209,343,16270,
951,-2270,271,16271,
999,-2283,317,16272,
1057,-2220,292,16273,
1013,-2111,276,16274,
950,-2113,347,16275,
922,-2210,324,16276,
922,-2310,280,16277,
867,-2266,291,16278,
843,-2230,365,16279,
809,-2273,421,16280,
783,-2281,423,16281,
909,-2285,429,16282,
872,-2337,395,16283,
844,-2361,356,16284,
835,-2366,300,16285,
771,-2401,293,16286,
808,-2408,354,16287,
767,-2413,329,16288,
815,-2388,268,16289,
866,-2318,264,16290,
868,-2299,266,16291,
874,-2239,323,16292,
837,-2250,377,16293,
807,-2333,325,16294,
759,-2354,316,16295,
792,-2359,332,16296,
774,-2263,391,16297,
729,-2228,425,16298,
743,-2177,422,16299,
735,-2134,482,16300,
771,-2178,418,16301,
735,-2167,394,16302,
606,-2189,426,16303,
620,-2174,392,16304,
638,-2137,401,16305,
658,-2095,386,16306,
759,-2114,396,16307,
739,-2120,400,16308,
748,-2075,326,16309,
716,-2115,302,16310,
739,-2140,337,16311,
885,-2196,396,16312,
791,-2217,463,16313,
809,-2187,448,16314,
861,-2181,382,16315,
828,-2222,317,16316,
860,-2320,218,16317,
813,-2310,143,16318,
915,-2310,217,16319,
886,-2313,322,16320,
813,-2243,314,16321,
910,-2264,317,16322,
854,-2377,323,16323,
851,-2355,364,16324,
877,-2234,401,16325,
784,-2262,352,16326,
828,-2272,337,16327,
850,-2257,271,16328,
862,-2223,211,16329,
988,-2130,252,16330,
998,-2179,285,16331,
1092,-2255,244,16332,
1068,-2274,230,16333,
966,-2275,264,16334,
955,-2225,294,16335,
861,-2273,395,16336,
886,-2358,398,16337,
814,-2327,356,16338,
818,-2273,402,16339,
847,-2241,438,16340,
727,-2308,388,16341,
862,-2324,276,16342,
876,-2266,310,16343,
847,-2255,381,16344,
896,-2198,415,16345,
814,-2212,420,16346,
854,-2194,353,16347,
847,-2126,367,16348,
826,-2160,339,16349,
817,-2131,253,16350,
835,-2151,225,16351,
901,-2196,214,16352,
826,-2136,240,16353,
841,-2144,205,16354,
868,-2140,185,16355,
891,-2169,245,16356,
956,-2179,355,16357,
874,-2120,498,16358,
863,-2180,552,16359,
844,-2227,586,16360,
836,-2299,527,16361,
924,-2276,475,16362,
932,-2188,491,16363,
1010,-2231,394,16364,
954,-2177,367,16365,
881,-2207,327,16366,
892,-2317,283,16367,
784,-2354,328,16368,
821,-2403,297,16369,
827,-2348,302,16370,
774,-2284,318,16371,
843,-2290,334,16372,
853,-2291,375,16373,
880,-2277,348,16374,
911,-2185,433,16375,
844,-2156,464,16376,
853,-2176,375,16377,
845,-2192,364,16378,
781,-2310,353,16379,
664,-2227,396,16380,
640,-2240,384,16381,
724,-2335,365,16382,
624,-2323,332,16383,
729,-2375,198,16384,
832,-2314,211,16385,
748,-2358,273,16386,
775,-2295,329,16387,
753,-2200,384,16388,
870,-2212,410,16389,
933,-2166,437,16390,
877,-2200,386,16391,
917,-2183,367,16392,
917,-2146,423,16393,
888,-2138,462,16394,
850,-2166,427,16395,
852,-2233,355,16396,
754,-2278,286,16397,
723,-2276,211,16398,
824,-2277,216,16399,
831,-2282,257,16400,
817,-2296,251,16401,
863,-2330,298,16402,
898,-2369,353,16403,
823,-2395,321,16404,
819,-2390,319,16405,
872,-2376,385,16406,
867,-2359,445,16407,
823,-2325,447,16408,
859,-2313,421,16409,
989,-2319,417,16410,
1003,-2259,376,16411,
1019,-2203,336,16412,
1013,-2145,360,16413,
964,-2210,358,16414,
987,-2252,316,16415,
951,-2199,267,16416,
980,-2224,262,16417,
959,-2246,343,16418,
827,-2321,337,16419,
860,-2303,241,16420,
874,-2253,259,16421,
867,-2203,329,16422,
860,-2112,349,16423,
830,-2144,347,16424,
775,-2168,398,16425,
661,-2213,410,16426,
742,-2323,310,16427,
770,-2347,282,16428,
744,-2341,244,16429,
822,-2268,187,16430,
848,-2221,236,16431,
937,-2250,286,16432,
868,-2186,305,16433,
795,-2150,277,16434,
854,-2164,294,16435,
794,-2200,342,16436,
790,-2185,304,16437,
807,-2144,331,16438,
772,-2206,432,16439,
716,-2165,458,16440,
703,-2115,414,16441,
705,-2171,372,16442,
691,-2146,320,16443,
737,-2190,256,16444,
778,-2218,295,16445,
782,-2208,317,16446,
817,-2258,228,16447,
886,-2213,185,16448,
860,-2231,242,16449,
852,-2245,365,16450,
849,-2221,407,16451,
849,-2272,403,16452,
854,-2255,480,16453,
847,-2253,477,16454,
894,-2226,390,16455,
888,-2135,351,16456,
902,-2115,352,16457,
875,-2074,375,16458,
829,-2137,382,16459,
850,-2180,332,16460,
860,-2179,257,16461,
902,-2301,236,16462,
924,-2235,274,16463,
911,-2169,269,16464,
936,-2214,270,16465,
912,-2229,335,16466,
953,-2245,330,16467,
968,-2187,322,16468,
900,-2216,351,16469,
942,-2223,368,16470,
916,-2221,405,16471,
874,-2305,454,16472,
809,-2266,458,16473,
827,-2354,389,16474,
788,-2384,334,16475,
718,-2337,267,16476,
788,-2273,258,16477,
712,-2168,278,16478,
723,-2260,387,16479,
663,-2155,335,16480,
761,-2225,93,16481,
934,-2347,290,16482,
864,-2258,439,16483,
904,-2274,473,16484,
794,-2226,606,16485,
689,-2292,537,16486,
712,-2317,539,16487,
710,-2294,569,16488,
734,-2279,455,16489,
762,-2233,346,16490,
767,-2280,353,16491,
804,-2285,368,16492,
824,-2239,376,16493,
808,-2186,316,16494,
883,-2171,253,16495,
861,-2206,282,16496,
884,-2312,198,16497,
915,-2313,163,16498,
953,-2236,206,16499,
1055,-2264,273,16500,
1002,-2218,388,16501,
1067,-2257,386,16502,
1087,-2229,390,16503,
984,-2112,377,16504,
1021,-2144,306,16505,
1005,-2180,341,16506,
964,-2290,320,16507,
923,-2292,311,16508,
845,-2260,358,16509,
815,-2246,348,16510,
782,-2230,344,16511,
856,-2283,260,16512,
888,-2232,231,16513,
855,-2188,284,16514,
898,-2128,380,16515,
831,-2177,505,16516,
785,-2350,455,16517,
816,-2371,391,16518,
764,-2372,383,16519,
758,-2329,360,16520,
799,-2256,339,16521,
792,-2329,287,16522,
818,-2343,275,16523,
751,-2240,268,16524,
751,-2221,243,16525,
789,-2282,201,16526,
798,-2279,211,16527,
857,-2223,275,16528,
